praca,preco_vista,preco_30d,variacao,data
MG B.Horizonte,331.5,335.0,-4.76,2026-03-08
MG Triângulo,331.5,335.0,-4.76,2026-03-08
SP Araçatuba,348.5,352.0,0.0,2026-03-08
BA Oeste,322.0,325.0,-7.65,2026-03-08
GO Reg. Sul,323.5,327.0,-7.07,2026-03-08
SP Barretos,348.5,352.0,0.0,2026-03-08
MT Norte,332.5,336.0,-4.47,2026-03-08
MT Cuiabá*,329.5,333.0,-5.34,2026-03-08
MT Sudoeste,330.5,334.0,-5.05,2026-03-08
Roraima,297.0,300.0,-14.72,2026-03-08
RJ,338.5,342.0,-2.74,2026-03-08
ES,317.0,320.0,-9.09,2026-03-08
Acre,289.0,292.0,-17.03,2026-03-08
TO Sul,322.0,325.0,-7.65,2026-03-08
RO Sudeste,304.0,307.0,-12.7,2026-03-08
TO Norte,324.5,328.0,-6.78,2026-03-08
PA Redenção,317.0,320.0,-9.09,2026-03-08
PA Marabá,317.0,320.0,-9.09,2026-03-08
Alagoas,331.5,335.0,-4.76,2026-03-08
MA Oeste,328.5,332.0,-5.63,2026-03-08
SC,348.5,352.0,0.0,2026-03-08
PR Noroeste,346.5,350.0,-0.43,2026-03-08
MT Sudeste,331.5,335.0,-4.76,2026-03-08
PA Paragominas,326.5,330.0,-6.2,2026-03-08
MS C. Grande,331.5,335.0,-4.76,2026-03-09
BA Sul,317.0,320.0,-9.09,2026-03-09
SP Barretos,348.5,352.0,0.0,2026-03-09
RS Pelotas (kg),11.55,11.65,-0.43,2026-03-09
RS Oeste (kg),11.65,11.75,0.0,2026-03-09
MS Três Lagoas,331.5,335.0,-4.76,2026-03-09
BA Oeste,322.0,325.0,-7.65,2026-03-09
SP Araçatuba,348.5,352.0,0.0,2026-03-09
GO Reg. Sul,323.5,327.0,-7.07,2026-03-09
GO Goiânia,328.5,332.0,-5.63,2026-03-09
MG Sul,326.5,330.0,-6.2,2026-03-09
MG Norte,328.5,332.0,-5.63,2026-03-09
MG B.Horizonte,331.5,335.0,-4.76,2026-03-09
MG Triângulo,331.5,335.0,-4.76,2026-03-09
MS Dourados,331.5,335.0,-4.76,2026-03-09
MT Norte,332.5,336.0,-4.47,2026-03-09
PR Noroeste,346.5,350.0,-0.43,2026-03-09
MT Cuiabá*,329.5,333.0,-5.34,2026-03-09
MT Sudoeste,330.5,334.0,-5.05,2026-03-09
Roraima,297.0,300.0,-14.72,2026-03-09
RJ,338.5,342.0,-2.74,2026-03-09
ES,317.0,320.0,-9.09,2026-03-09
Acre,289.0,292.0,-17.03,2026-03-09
TO Norte,324.5,328.0,-6.78,2026-03-09
TO Sul,322.0,325.0,-7.65,2026-03-09
PA Redenção,317.0,320.0,-9.09,2026-03-09
PA Paragominas,326.5,330.0,-6.2,2026-03-09
PA Marabá,317.0,320.0,-9.09,2026-03-09
Alagoas,331.5,335.0,-4.76,2026-03-09
MA Oeste,328.5,332.0,-5.63,2026-03-09
SC,348.5,352.0,0.0,2026-03-09
MT Sudeste,331.5,335.0,-4.76,2026-03-09
RO Sudeste,304.0,307.0,-12.7,2026-03-09
BA Sul,317.0,320.0,-7.89,2026-03-12
RS Pelotas (kg),11.5,11.6,0.44,2026-03-12
MS Três Lagoas,328.5,332.0,-4.39,2026-03-12
MS C. Grande,328.5,332.0,-4.39,2026-03-12
MS Dourados,328.5,332.0,-4.39,2026-03-12
GO Reg. Sul,322.0,325.0,-6.43,2026-03-12
MG B.Horizonte,323.5,327.0,-5.85,2026-03-12
MG Sul,323.5,327.0,-5.85,2026-03-12
MG Norte,326.5,330.0,-4.97,2026-03-12
BA Oeste,322.0,325.0,-6.43,2026-03-12
MG Triângulo,322.0,325.0,-6.43,2026-03-12
SP Araçatuba,343.5,347.0,0.0,2026-03-12
SP Barretos,343.5,347.0,0.0,2026-03-12
GO Goiânia,326.5,330.0,-4.97,2026-03-12
MT Norte,328.5,332.0,-4.39,2026-03-12
RS Oeste (kg),11.6,11.7,0.88,2026-03-12
MT Cuiabá*,328.5,332.0,-4.39,2026-03-12
Roraima,297.0,300.0,-13.6,2026-03-12
MT Sudoeste,330.5,334.0,-3.8,2026-03-12
ES,312.0,315.0,-9.21,2026-03-12
Acre,287.0,290.0,-16.52,2026-03-12
TO Norte,322.0,325.0,-6.43,2026-03-12
TO Sul,317.0,320.0,-7.89,2026-03-12
RO Sudeste,297.0,300.0,-13.6,2026-03-12
PA Paragominas,326.5,330.0,-4.97,2026-03-12
RJ,336.5,340.0,-2.05,2026-03-12
PA Marabá,319.0,322.0,-7.31,2026-03-12
Alagoas,331.5,335.0,-3.51,2026-03-12
MA Oeste,326.5,330.0,-4.97,2026-03-12
SC,341.5,345.0,-0.58,2026-03-12
PR Noroeste,341.5,345.0,-0.58,2026-03-12
MT Sudeste,329.5,333.0,-4.09,2026-03-12
PA Redenção,317.0,320.0,-7.89,2026-03-12
BA Oeste,322.0,325.0,-6.43,2026-03-13
BA Sul,317.0,320.0,-7.89,2026-03-13
RS Pelotas (kg),11.5,11.6,0.44,2026-03-13
RS Oeste (kg),11.6,11.7,0.88,2026-03-13
MS Três Lagoas,328.5,332.0,-4.39,2026-03-13
MS C. Grande,328.5,332.0,-4.39,2026-03-13
MG Sul,322.0,325.0,-6.43,2026-03-13
SP Barretos,343.5,347.0,0.0,2026-03-13
GO Goiânia,326.5,330.0,-4.97,2026-03-13
MG Norte,322.0,325.0,-6.43,2026-03-13
MG B.Horizonte,323.5,327.0,-5.85,2026-03-13
SP Araçatuba,343.5,347.0,0.0,2026-03-13
MT Norte,328.5,332.0,-4.39,2026-03-13
MS Dourados,328.5,332.0,-4.39,2026-03-13
MT Sudoeste,330.5,334.0,-3.8,2026-03-13
MG Triângulo,322.0,325.0,-6.43,2026-03-13
MT Sudeste,329.5,333.0,-4.09,2026-03-13
MT Cuiabá*,328.5,332.0,-4.39,2026-03-13
Roraima,297.0,300.0,-13.6,2026-03-13
RJ,336.5,340.0,-2.05,2026-03-13
ES,312.0,315.0,-9.21,2026-03-13
Acre,287.0,290.0,-16.52,2026-03-13
TO Norte,322.0,325.0,-6.43,2026-03-13
TO Sul,317.0,320.0,-7.89,2026-03-13
GO Reg. Sul,322.0,325.0,-6.43,2026-03-13
PA Paragominas,326.5,330.0,-4.97,2026-03-13
PA Redenção,317.0,320.0,-7.89,2026-03-13
PA Marabá,319.0,322.0,-7.31,2026-03-13
Alagoas,331.5,335.0,-3.51,2026-03-13
MA Oeste,326.5,330.0,-4.97,2026-03-13
SC,341.5,345.0,-0.58,2026-03-13
RO Sudeste,297.0,300.0,-13.6,2026-03-13
PR Noroeste,341.5,345.0,-0.58,2026-03-13
BA Oeste,322.0,325.0,-6.43,2026-03-14
BA Sul,317.0,320.0,-7.89,2026-03-14
RS Pelotas (kg),11.5,11.6,0.44,2026-03-14
RS Oeste (kg),11.6,11.7,0.88,2026-03-14
MS Três Lagoas,328.5,332.0,-4.39,2026-03-14
MS C. Grande,328.5,332.0,-4.39,2026-03-14
MG Sul,322.0,325.0,-6.43,2026-03-14
GO Goiânia,326.5,330.0,-4.97,2026-03-14
MT Norte,328.5,332.0,-4.39,2026-03-14
MG Norte,322.0,325.0,-6.43,2026-03-14
MG Triângulo,322.0,325.0,-6.43,2026-03-14
SP Araçatuba,343.5,347.0,0.0,2026-03-14
SP Barretos,343.5,347.0,0.0,2026-03-14
MS Dourados,328.5,332.0,-4.39,2026-03-14
MT Sudoeste,330.5,334.0,-3.8,2026-03-14
MG B.Horizonte,323.5,327.0,-5.85,2026-03-14
MT Sudeste,329.5,333.0,-4.09,2026-03-14
MT Cuiabá*,328.5,332.0,-4.39,2026-03-14
Roraima,297.0,300.0,-13.6,2026-03-14
RJ,336.5,340.0,-2.05,2026-03-14
ES,312.0,315.0,-9.21,2026-03-14
Acre,287.0,290.0,-16.52,2026-03-14
TO Norte,322.0,325.0,-6.43,2026-03-14
TO Sul,317.0,320.0,-7.89,2026-03-14
GO Reg. Sul,322.0,325.0,-6.43,2026-03-14
PA Paragominas,326.5,330.0,-4.97,2026-03-14
PA Redenção,317.0,320.0,-7.89,2026-03-14
PA Marabá,319.0,322.0,-7.31,2026-03-14
Alagoas,331.5,335.0,-3.51,2026-03-14
MA Oeste,326.5,330.0,-4.97,2026-03-14
SC,341.5,345.0,-0.58,2026-03-14
RO Sudeste,297.0,300.0,-13.6,2026-03-14
PR Noroeste,341.5,345.0,-0.58,2026-03-14
BA Sul,317.0,320.0,-7.89,2026-03-15
RS Pelotas (kg),11.5,11.6,0.44,2026-03-15
RS Oeste (kg),11.6,11.7,0.88,2026-03-15
MS Três Lagoas,328.5,332.0,-4.39,2026-03-15
MS C. Grande,328.5,332.0,-4.39,2026-03-15
GO Goiânia,326.5,330.0,-4.97,2026-03-15
GO Reg. Sul,322.0,325.0,-6.43,2026-03-15
BA Oeste,322.0,325.0,-6.43,2026-03-15
MG Sul,322.0,325.0,-6.43,2026-03-15
MG Norte,322.0,325.0,-6.43,2026-03-15
MG B.Horizonte,323.5,327.0,-5.85,2026-03-15
MG Triângulo,322.0,325.0,-6.43,2026-03-15
SP Araçatuba,343.5,347.0,0.0,2026-03-15
MS Dourados,328.5,332.0,-4.39,2026-03-15
MT Norte,328.5,332.0,-4.39,2026-03-15
PR Noroeste,341.5,345.0,-0.58,2026-03-15
MT Cuiabá*,328.5,332.0,-4.39,2026-03-15
SP Barretos,343.5,347.0,0.0,2026-03-15
Roraima,297.0,300.0,-13.6,2026-03-15
RJ,336.5,340.0,-2.05,2026-03-15
ES,312.0,315.0,-9.21,2026-03-15
Acre,287.0,290.0,-16.52,2026-03-15
TO Norte,322.0,325.0,-6.43,2026-03-15
MT Sudoeste,330.5,334.0,-3.8,2026-03-15
TO Sul,317.0,320.0,-7.89,2026-03-15
PA Paragominas,326.5,330.0,-4.97,2026-03-15
PA Marabá,319.0,322.0,-7.31,2026-03-15
Alagoas,331.5,335.0,-3.51,2026-03-15
MA Oeste,326.5,330.0,-4.97,2026-03-15
SC,341.5,345.0,-0.58,2026-03-15
MT Sudeste,329.5,333.0,-4.09,2026-03-15
RO Sudeste,297.0,300.0,-13.6,2026-03-15
PA Redenção,317.0,320.0,-7.89,2026-03-15
Roraima,294.0,297.0,-14.47,2026-03-17
ES,312.0,315.0,-9.21,2026-03-17
RJ,336.5,340.0,-2.05,2026-03-17
SP Barretos,343.5,347.0,0.0,2026-03-17
SP Araçatuba,343.5,347.0,0.0,2026-03-17
MG Triângulo,322.0,325.0,-6.43,2026-03-17
MG B.Horizonte,323.5,327.0,-5.85,2026-03-17
MG Norte,319.0,322.0,-7.31,2026-03-17
MG Sul,322.0,325.0,-6.43,2026-03-17
GO Goiânia,323.5,327.0,-5.85,2026-03-17
MS Dourados,328.5,332.0,-4.39,2026-03-17
MS C. Grande,329.5,333.0,-4.09,2026-03-17
MS Três Lagoas,328.5,332.0,-4.39,2026-03-17
RS Oeste (kg),11.6,11.7,0.88,2026-03-17
RS Pelotas (kg),11.5,11.6,0.44,2026-03-17
BA Sul,315.0,318.0,-8.48,2026-03-17
BA Oeste,322.0,325.0,-6.43,2026-03-17
GO Reg. Sul,322.0,325.0,-6.43,2026-03-17
MT Sudoeste,330.5,334.0,-3.8,2026-03-17
MT Norte,328.5,332.0,-4.39,2026-03-17
Acre,287.0,290.0,-16.52,2026-03-17
TO Norte,322.0,325.0,-6.43,2026-03-17
TO Sul,317.0,320.0,-7.89,2026-03-17
RO Sudeste,302.0,305.0,-12.13,2026-03-17
PA Redenção,317.0,320.0,-7.89,2026-03-17
PA Marabá,319.0,322.0,-7.31,2026-03-17
PA Paragominas,326.5,330.0,-4.97,2026-03-17
MA Oeste,326.5,330.0,-4.97,2026-03-17
SC,341.5,345.0,-0.58,2026-03-17
PR Noroeste,341.5,345.0,-0.58,2026-03-17
MT Sudeste,329.5,333.0,-4.09,2026-03-17
MT Cuiabá*,331.5,335.0,-3.51,2026-03-17
Alagoas,333.5,337.0,-2.92,2026-03-17
BA Sul,314.0,317.0,-8.77,2026-03-18
MS Dourados,328.5,332.0,-4.39,2026-03-18
RS Pelotas (kg),11.5,11.6,0.44,2026-03-18
RS Oeste (kg),11.6,11.7,0.88,2026-03-18
MS Três Lagoas,328.5,332.0,-4.39,2026-03-18
MS C. Grande,329.5,333.0,-4.09,2026-03-18
GO Reg. Sul,322.0,325.0,-6.43,2026-03-18
SP Barretos,343.5,347.0,0.0,2026-03-18
MG Sul,322.0,325.0,-6.43,2026-03-18
MG Norte,319.0,322.0,-7.31,2026-03-18
MG B.Horizonte,321.0,324.0,-6.73,2026-03-18
MG Triângulo,322.0,325.0,-6.43,2026-03-18
SP Araçatuba,343.5,347.0,0.0,2026-03-18
BA Oeste,322.0,325.0,-6.43,2026-03-18
GO Goiânia,323.5,327.0,-5.85,2026-03-18
MT Norte,328.5,332.0,-4.39,2026-03-18
PA Marabá,319.0,322.0,-7.31,2026-03-18
MT Cuiabá*,333.5,337.0,-2.92,2026-03-18
MT Sudoeste,331.5,335.0,-3.51,2026-03-18
RJ,336.5,340.0,-2.05,2026-03-18
ES,312.0,315.0,-9.21,2026-03-18
Acre,287.0,290.0,-16.52,2026-03-18
TO Norte,322.0,325.0,-6.43,2026-03-18
TO Sul,317.0,320.0,-7.89,2026-03-18
RO Sudeste,302.0,305.0,-12.13,2026-03-18
Roraima,294.0,297.0,-14.47,2026-03-18
PA Redenção,317.0,320.0,-7.89,2026-03-18
Alagoas,333.5,337.0,-2.92,2026-03-18
MA Oeste,326.5,330.0,-4.97,2026-03-18
SC,341.5,345.0,-0.58,2026-03-18
PR Noroeste,341.5,345.0,-0.58,2026-03-18
MT Sudeste,331.5,335.0,-3.51,2026-03-18
PA Paragominas,326.5,330.0,-4.97,2026-03-18
BA Sul,312.0,315.0,-9.21,2026-03-19
RS Pelotas (kg),11.5,11.6,0.44,2026-03-19
RS Oeste (kg),11.6,11.7,0.88,2026-03-19
MS Três Lagoas,328.5,332.0,-4.39,2026-03-19
MS C. Grande,331.5,335.0,-3.51,2026-03-19
MS Dourados,330.5,334.0,-3.8,2026-03-19
GO Reg. Sul,322.0,325.0,-6.43,2026-03-19
MG Norte,319.0,322.0,-7.31,2026-03-19
MG Sul,322.0,325.0,-6.43,2026-03-19
MG B.Horizonte,321.0,324.0,-6.73,2026-03-19
MG Triângulo,323.5,327.0,-5.85,2026-03-19
SP Araçatuba,343.5,347.0,0.0,2026-03-19
SP Barretos,343.5,347.0,0.0,2026-03-19
BA Oeste,322.0,325.0,-6.43,2026-03-19
GO Goiânia,323.5,327.0,-5.85,2026-03-19
MT Norte,328.5,332.0,-4.39,2026-03-19
PA Redenção,317.0,320.0,-7.89,2026-03-19
MT Cuiabá*,335.5,339.0,-2.34,2026-03-19
RJ,333.5,337.0,-2.92,2026-03-19
ES,312.0,315.0,-9.21,2026-03-19
Acre,285.0,288.0,-17.11,2026-03-19
TO Norte,322.0,325.0,-6.43,2026-03-19
TO Sul,317.0,320.0,-7.89,2026-03-19
RO Sudeste,302.0,305.0,-12.13,2026-03-19
PA Paragominas,326.5,330.0,-4.97,2026-03-19
MT Sudoeste,332.5,336.0,-3.22,2026-03-19
PA Marabá,322.0,325.0,-6.43,2026-03-19
Alagoas,333.5,337.0,-2.92,2026-03-19
MA Oeste,326.5,330.0,-4.97,2026-03-19
SC,341.5,345.0,-0.58,2026-03-19
PR Noroeste,341.5,345.0,-0.58,2026-03-19
MT Sudeste,333.5,337.0,-2.92,2026-03-19
Roraima,291.0,294.0,-15.35,2026-03-19
BA Oeste,319.0,322.0,-7.31,2026-03-20
BA Sul,312.0,315.0,-9.21,2026-03-20
RS Pelotas (kg),11.5,11.6,0.44,2026-03-20
RS Oeste (kg),11.6,11.7,0.88,2026-03-20
MS Três Lagoas,331.5,335.0,-3.51,2026-03-20
MS C. Grande,333.5,337.0,-2.92,2026-03-20
MS Dourados,330.5,334.0,-3.8,2026-03-20
MG Sul,322.0,325.0,-6.43,2026-03-20
GO Goiânia,323.5,327.0,-5.85,2026-03-20
MG Norte,322.0,325.0,-6.43,2026-03-20
MG B.Horizonte,321.0,324.0,-6.73,2026-03-20
MG Triângulo,324.5,328.0,-5.56,2026-03-20
SP Araçatuba,343.5,347.0,0.0,2026-03-20
MT Norte,330.5,334.0,-3.8,2026-03-20
GO Reg. Sul,322.0,325.0,-6.43,2026-03-20
SP Barretos,343.5,347.0,0.0,2026-03-20
MT Sudoeste,332.5,336.0,-3.22,2026-03-20
MT Sudeste,333.5,337.0,-2.92,2026-03-20
MT Cuiabá*,335.5,339.0,-2.34,2026-03-20
Roraima,291.0,294.0,-15.35,2026-03-20
RJ,333.5,337.0,-2.92,2026-03-20
