praca,preco_vista,preco_30d,data
SP Araçatuba,341.0,345.0,2026-04-21
BA Oeste,313.0,317.0,2026-04-21
GO Reg. Sul,328.0,332.0,2026-04-21
SP Barretos,341.0,345.0,2026-04-21
MT Norte,341.0,345.0,2026-04-21
MT Cuiabá*,341.0,345.0,2026-04-21
MT Sudoeste,343.0,347.0,2026-04-21
Roraima,273.5,277.0,2026-04-21
RJ,326.0,330.0,2026-04-21
ES,313.0,317.0,2026-04-21
Acre,286.5,290.0,2026-04-21
TO Sul,323.0,327.0,2026-04-21
RO Sudeste,321.0,325.0,2026-04-21
TO Norte,328.0,332.0,2026-04-21
PA Redenção,331.0,335.0,2026-04-21
PA Marabá,328.0,332.0,2026-04-21
Alagoas,333.0,337.0,2026-04-21
MA Oeste,323.0,327.0,2026-04-21
SC,336.0,340.0,2026-04-21
PR Noroeste,341.0,345.0,2026-04-21
MT Sudeste,341.0,345.0,2026-04-21
PA Paragominas,330.0,334.0,2026-04-21
MS Dourados,342.0,346.0,2026-04-22
BA Sul,304.5,308.0,2026-04-22
RS Pelotas (kg),11.3,11.45,2026-04-22
RS Oeste (kg),11.5,11.65,2026-04-22
MS Três Lagoas,338.0,342.0,2026-04-22
MS C. Grande,338.0,342.0,2026-04-22
GO Reg. Sul,328.0,332.0,2026-04-22
BA Oeste,313.0,317.0,2026-04-22
MG Sul,313.0,317.0,2026-04-22
MG Norte,326.0,330.0,2026-04-22
MG B.Horizonte,323.0,327.0,2026-04-22
MG Triângulo,331.0,335.0,2026-04-22
SP Araçatuba,341.0,345.0,2026-04-22
SP Barretos,341.0,345.0,2026-04-22
GO Goiânia,326.0,330.0,2026-04-22
MT Norte,341.0,345.0,2026-04-22
Roraima,273.5,277.0,2026-04-22
MT Cuiabá*,341.0,345.0,2026-04-22
RJ,326.0,330.0,2026-04-22
ES,313.0,317.0,2026-04-22
Acre,286.5,290.0,2026-04-22
TO Norte,328.0,332.0,2026-04-22
TO Sul,323.0,327.0,2026-04-22
RO Sudeste,321.0,325.0,2026-04-22
PA Paragominas,330.0,334.0,2026-04-22
MT Sudoeste,343.0,347.0,2026-04-22
PA Marabá,328.0,332.0,2026-04-22
Alagoas,333.0,337.0,2026-04-22
MA Oeste,323.0,327.0,2026-04-22
SC,336.0,340.0,2026-04-22
PR Noroeste,341.0,345.0,2026-04-22
MT Sudeste,341.0,345.0,2026-04-22
PA Redenção,331.0,335.0,2026-04-22
BA Sul,306.0,310.0,2026-04-23
RS Pelotas (kg),11.35,11.5,2026-04-23
MS Três Lagoas,334.0,338.0,2026-04-23
MS C. Grande,338.0,342.0,2026-04-23
MS Dourados,340.0,344.0,2026-04-23
GO Reg. Sul,328.0,332.0,2026-04-23
MG Norte,326.0,330.0,2026-04-23
MG Sul,313.0,317.0,2026-04-23
BA Oeste,313.0,317.0,2026-04-23
MG B.Horizonte,321.0,325.0,2026-04-23
MG Triângulo,330.0,334.0,2026-04-23
SP Araçatuba,341.0,345.0,2026-04-23
SP Barretos,341.0,345.0,2026-04-23
GO Goiânia,326.0,330.0,2026-04-23
MT Norte,341.0,345.0,2026-04-23
RS Oeste (kg),11.55,11.7,2026-04-23
MT Cuiabá*,341.0,345.0,2026-04-23
RJ,326.0,330.0,2026-04-23
ES,313.0,317.0,2026-04-23
Acre,293.5,297.0,2026-04-23
TO Norte,328.0,332.0,2026-04-23
TO Sul,321.0,325.0,2026-04-23
RO Sudeste,318.0,322.0,2026-04-23
PA Paragominas,330.0,334.0,2026-04-23
Roraima,276.5,280.0,2026-04-23
PA Marabá,328.0,332.0,2026-04-23
PA Redenção,331.0,335.0,2026-04-23
MT Sudeste,341.0,345.0,2026-04-23
PR Noroeste,341.0,345.0,2026-04-23
MT Sudoeste,343.0,347.0,2026-04-23
MA Oeste,326.0,330.0,2026-04-23
Alagoas,333.0,337.0,2026-04-23
SC,336.0,340.0,2026-04-23
BA Sul,304.5,308.0,2026-04-25
RS Pelotas (kg),11.35,11.5,2026-04-25
RS Oeste (kg),11.55,11.7,2026-04-25
MS Três Lagoas,331.0,335.0,2026-04-25
MS C. Grande,331.0,335.0,2026-04-25
MS Dourados,331.0,335.0,2026-04-25
GO Goiânia,326.0,330.0,2026-04-25
MG Sul,313.0,317.0,2026-04-25
MG B.Horizonte,313.0,317.0,2026-04-25
MG Triângulo,326.0,330.0,2026-04-25
SP Araçatuba,338.0,342.0,2026-04-25
SP Barretos,338.0,342.0,2026-04-25
BA Oeste,311.0,315.0,2026-04-25
GO Reg. Sul,328.0,332.0,2026-04-25
MG Norte,326.0,330.0,2026-04-25
MT Norte,341.0,345.0,2026-04-25
MT Cuiabá*,341.0,345.0,2026-04-25
Roraima,276.5,280.0,2026-04-25
RJ,326.0,330.0,2026-04-25
ES,316.0,320.0,2026-04-25
Acre,293.5,297.0,2026-04-25
TO Norte,326.0,330.0,2026-04-25
TO Sul,321.0,325.0,2026-04-25
RO Sudeste,316.0,320.0,2026-04-25
MT Sudoeste,338.0,342.0,2026-04-25
PA Redenção,329.0,333.0,2026-04-25
PA Marabá,326.0,330.0,2026-04-25
Alagoas,333.0,337.0,2026-04-25
MA Oeste,326.0,330.0,2026-04-25
SC,336.0,340.0,2026-04-25
PR Noroeste,339.0,343.0,2026-04-25
MT Sudeste,333.0,337.0,2026-04-25
PA Paragominas,330.0,334.0,2026-04-25
BA Oeste,311.0,315.0,2026-04-26
BA Sul,304.5,308.0,2026-04-26
RS Pelotas (kg),11.35,11.5,2026-04-26
RS Oeste (kg),11.55,11.7,2026-04-26
MS Três Lagoas,331.0,335.0,2026-04-26
MS C. Grande,331.0,335.0,2026-04-26
MS Dourados,331.0,335.0,2026-04-26
MG Norte,326.0,330.0,2026-04-26
GO Goiânia,326.0,330.0,2026-04-26
MG Sul,313.0,317.0,2026-04-26
MG B.Horizonte,313.0,317.0,2026-04-26
MG Triângulo,326.0,330.0,2026-04-26
SP Araçatuba,338.0,342.0,2026-04-26
MT Norte,341.0,345.0,2026-04-26
GO Reg. Sul,328.0,332.0,2026-04-26
SP Barretos,338.0,342.0,2026-04-26
MT Sudoeste,338.0,342.0,2026-04-26
MT Sudeste,333.0,337.0,2026-04-26
MT Cuiabá*,341.0,345.0,2026-04-26
Roraima,276.5,280.0,2026-04-26
RJ,326.0,330.0,2026-04-26
ES,316.0,320.0,2026-04-26
TO Norte,326.0,330.0,2026-04-26
TO Sul,321.0,325.0,2026-04-26
RO Sudeste,316.0,320.0,2026-04-26
Acre,293.5,297.0,2026-04-26
PA Redenção,329.0,333.0,2026-04-26
PA Marabá,326.0,330.0,2026-04-26
Alagoas,333.0,337.0,2026-04-26
MA Oeste,326.0,330.0,2026-04-26
SC,336.0,340.0,2026-04-26
PR Noroeste,339.0,343.0,2026-04-26
PA Paragominas,330.0,334.0,2026-04-26
BA Oeste,306.0,310.0,2026-04-28
BA Sul,304.5,308.0,2026-04-28
RS Pelotas (kg),11.35,11.5,2026-04-28
RS Oeste (kg),11.55,11.7,2026-04-28
MS Três Lagoas,328.0,332.0,2026-04-28
MS C. Grande,331.0,335.0,2026-04-28
MS Dourados,326.0,330.0,2026-04-28
SP Barretos,338.0,342.0,2026-04-28
GO Goiânia,326.0,330.0,2026-04-28
MG Sul,313.0,317.0,2026-04-28
MG Norte,326.0,330.0,2026-04-28
MG B.Horizonte,311.0,315.0,2026-04-28
MG Triângulo,321.0,325.0,2026-04-28
SP Araçatuba,338.0,342.0,2026-04-28
GO Reg. Sul,328.0,332.0,2026-04-28
MT Norte,341.0,345.0,2026-04-28
PA Marabá,326.0,330.0,2026-04-28
MT Cuiabá*,338.0,342.0,2026-04-28
Roraima,276.5,280.0,2026-04-28
RJ,326.0,330.0,2026-04-28
ES,316.0,320.0,2026-04-28
Acre,293.5,297.0,2026-04-28
TO Norte,326.0,330.0,2026-04-28
TO Sul,321.0,325.0,2026-04-28
RO Sudeste,313.0,317.0,2026-04-28
MT Sudoeste,336.0,340.0,2026-04-28
PA Redenção,326.0,330.0,2026-04-28
Alagoas,336.0,340.0,2026-04-28
MA Oeste,326.0,330.0,2026-04-28
SC,336.0,340.0,2026-04-28
PR Noroeste,339.0,343.0,2026-04-28
MT Sudeste,331.0,335.0,2026-04-28
PA Paragominas,330.0,334.0,2026-04-28
RS Pelotas (kg),11.35,11.5,2026-04-29
RS Oeste (kg),11.55,11.7,2026-04-29
MS Três Lagoas,328.0,332.0,2026-04-29
MS C. Grande,328.0,332.0,2026-04-29
MS Dourados,326.0,330.0,2026-04-29
GO Reg. Sul,326.0,330.0,2026-04-29
MG B.Horizonte,311.0,315.0,2026-04-29
MG Sul,313.0,317.0,2026-04-29
MG Norte,321.0,325.0,2026-04-29
MG Triângulo,319.0,323.0,2026-04-29
SP Araçatuba,338.0,342.0,2026-04-29
SP Barretos,338.0,342.0,2026-04-29
BA Sul,304.5,308.0,2026-04-29
GO Goiânia,321.0,325.0,2026-04-29
BA Oeste,306.0,310.0,2026-04-29
MT Norte,339.0,343.0,2026-04-29
Roraima,276.5,280.0,2026-04-29
MT Sudoeste,336.0,340.0,2026-04-29
RJ,326.0,330.0,2026-04-29
ES,316.0,320.0,2026-04-29
Acre,291.5,295.0,2026-04-29
TO Norte,323.0,327.0,2026-04-29
RO Sudeste,313.0,317.0,2026-04-29
PA Paragominas,330.0,334.0,2026-04-29
TO Sul,321.0,325.0,2026-04-29
PA Marabá,326.0,330.0,2026-04-29
Alagoas,338.0,342.0,2026-04-29
MA Oeste,326.0,330.0,2026-04-29
SC,336.0,340.0,2026-04-29
PR Noroeste,338.0,342.0,2026-04-29
MT Sudeste,333.0,337.0,2026-04-29
MT Cuiabá*,338.0,342.0,2026-04-29
PA Redenção,326.0,330.0,2026-04-29
MS Dourados,326.0,330.0,2026-05-01
BA Sul,301.5,305.0,2026-05-01
RS Pelotas (kg),11.35,11.5,2026-05-01
RS Oeste (kg),11.55,11.7,2026-05-01
MS Três Lagoas,326.0,330.0,2026-05-01
MS C. Grande,328.0,332.0,2026-05-01
GO Reg. Sul,323.0,327.0,2026-05-01
BA Oeste,306.0,310.0,2026-05-01
MG Sul,313.0,317.0,2026-05-01
MG Norte,316.0,320.0,2026-05-01
MG B.Horizonte,311.0,315.0,2026-05-01
MG Triângulo,319.0,323.0,2026-05-01
SP Araçatuba,338.0,342.0,2026-05-01
SP Barretos,338.0,342.0,2026-05-01
GO Goiânia,318.0,322.0,2026-05-01
MT Norte,339.0,343.0,2026-05-01
Roraima,281.5,285.0,2026-05-01
MT Cuiabá*,338.0,342.0,2026-05-01
MT Sudoeste,336.0,340.0,2026-05-01
RJ,321.0,325.0,2026-05-01
ES,316.0,320.0,2026-05-01
Acre,291.5,295.0,2026-05-01
TO Sul,321.0,325.0,2026-05-01
RO Sudeste,313.0,317.0,2026-05-01
PA Paragominas,328.0,332.0,2026-05-01
TO Norte,323.0,327.0,2026-05-01
PA Marabá,326.0,330.0,2026-05-01
Alagoas,338.0,342.0,2026-05-01
MA Oeste,321.0,325.0,2026-05-01
SC,336.0,340.0,2026-05-01
PR Noroeste,336.0,340.0,2026-05-01
MT Sudeste,333.0,337.0,2026-05-01
PA Redenção,326.0,330.0,2026-05-01
MS Dourados,326.0,330.0,2026-05-02
BA Sul,301.5,305.0,2026-05-02
RS Pelotas (kg),11.35,11.5,2026-05-02
RS Oeste (kg),11.55,11.7,2026-05-02
MS Três Lagoas,326.0,330.0,2026-05-02
MS C. Grande,328.0,332.0,2026-05-02
GO Reg. Sul,323.0,327.0,2026-05-02
BA Oeste,306.0,310.0,2026-05-02
MG Sul,313.0,317.0,2026-05-02
MG Norte,316.0,320.0,2026-05-02
MG B.Horizonte,311.0,315.0,2026-05-02
MG Triângulo,319.0,323.0,2026-05-02
SP Araçatuba,338.0,342.0,2026-05-02
SP Barretos,338.0,342.0,2026-05-02
GO Goiânia,318.0,322.0,2026-05-02
MT Norte,339.0,343.0,2026-05-02
Roraima,281.5,285.0,2026-05-02
MT Cuiabá*,338.0,342.0,2026-05-02
RJ,321.0,325.0,2026-05-02
ES,316.0,320.0,2026-05-02
Acre,291.5,295.0,2026-05-02
TO Norte,323.0,327.0,2026-05-02
TO Sul,321.0,325.0,2026-05-02
RO Sudeste,313.0,317.0,2026-05-02
PA Paragominas,328.0,332.0,2026-05-02
MT Sudoeste,336.0,340.0,2026-05-02
PA Marabá,326.0,330.0,2026-05-02
Alagoas,338.0,342.0,2026-05-02
MA Oeste,321.0,325.0,2026-05-02
SC,336.0,340.0,2026-05-02
PR Noroeste,336.0,340.0,2026-05-02
MT Sudeste,333.0,337.0,2026-05-02
PA Redenção,326.0,330.0,2026-05-02
BA Sul,301.5,305.0,2026-05-03
RS Pelotas (kg),11.35,11.5,2026-05-03
RS Oeste (kg),11.55,11.7,2026-05-03
MS Três Lagoas,326.0,330.0,2026-05-03
MS C. Grande,328.0,332.0,2026-05-03
MS Dourados,326.0,330.0,2026-05-03
MG Norte,316.0,320.0,2026-05-03
GO Goiânia,318.0,322.0,2026-05-03
MG Sul,313.0,317.0,2026-05-03
MG B.Horizonte,311.0,315.0,2026-05-03
MG Triângulo,319.0,323.0,2026-05-03
SP Araçatuba,338.0,342.0,2026-05-03
BA Oeste,306.0,310.0,2026-05-03
GO Reg. Sul,323.0,327.0,2026-05-03
SP Barretos,338.0,342.0,2026-05-03
MT Norte,339.0,343.0,2026-05-03
MT Cuiabá*,338.0,342.0,2026-05-03
MT Sudoeste,336.0,340.0,2026-05-03
Roraima,281.5,285.0,2026-05-03
RJ,321.0,325.0,2026-05-03
ES,316.0,320.0,2026-05-03
Acre,291.5,295.0,2026-05-03
TO Sul,321.0,325.0,2026-05-03
RO Sudeste,313.0,317.0,2026-05-03
TO Norte,323.0,327.0,2026-05-03
PA Redenção,326.0,330.0,2026-05-03
PA Marabá,326.0,330.0,2026-05-03
Alagoas,338.0,342.0,2026-05-03
MA Oeste,321.0,325.0,2026-05-03
SC,336.0,340.0,2026-05-03
PR Noroeste,336.0,340.0,2026-05-03
MT Sudeste,333.0,337.0,2026-05-03
PA Paragominas,328.0,332.0,2026-05-03
MS Dourados,326.0,330.0,2026-05-04
BA Sul,301.5,305.0,2026-05-04
RS Pelotas (kg),11.35,11.5,2026-05-04
RS Oeste (kg),11.55,11.7,2026-05-04
MS Três Lagoas,326.0,330.0,2026-05-04
MS C. Grande,328.0,332.0,2026-05-04
GO Reg. Sul,323.0,327.0,2026-05-04
BA Oeste,306.0,310.0,2026-05-04
MG Sul,313.0,317.0,2026-05-04
MG Norte,316.0,320.0,2026-05-04
MG B.Horizonte,311.0,315.0,2026-05-04
MG Triângulo,319.0,323.0,2026-05-04
SP Araçatuba,338.0,342.0,2026-05-04
SP Barretos,338.0,342.0,2026-05-04
GO Goiânia,318.0,322.0,2026-05-04
MT Norte,339.0,343.0,2026-05-04
Roraima,281.5,285.0,2026-05-04
MT Cuiabá*,338.0,342.0,2026-05-04
RJ,321.0,325.0,2026-05-04
ES,316.0,320.0,2026-05-04
Acre,291.5,295.0,2026-05-04
TO Norte,323.0,327.0,2026-05-04
TO Sul,321.0,325.0,2026-05-04
RO Sudeste,313.0,317.0,2026-05-04
PA Paragominas,328.0,332.0,2026-05-04
MT Sudoeste,336.0,340.0,2026-05-04
PA Marabá,326.0,330.0,2026-05-04
Alagoas,338.0,342.0,2026-05-04
MA Oeste,321.0,325.0,2026-05-04
SC,336.0,340.0,2026-05-04
PR Noroeste,336.0,340.0,2026-05-04
MT Sudeste,333.0,337.0,2026-05-04
PA Redenção,326.0,330.0,2026-05-04
BA Sul,296.5,300.0,2026-05-05
RS Pelotas (kg),11.35,11.5,2026-05-05
MS Três Lagoas,326.0,330.0,2026-05-05
MS C. Grande,326.0,330.0,2026-05-05
MS Dourados,326.0,330.0,2026-05-05
GO Reg. Sul,321.0,325.0,2026-05-05
MG Norte,316.0,320.0,2026-05-05
MG Sul,313.0,317.0,2026-05-05
BA Oeste,306.0,310.0,2026-05-05
MG B.Horizonte,311.0,315.0,2026-05-05
MG Triângulo,316.0,320.0,2026-05-05
SP Araçatuba,336.0,340.0,2026-05-05
SP Barretos,336.0,340.0,2026-05-05
GO Goiânia,316.0,320.0,2026-05-05
MT Norte,339.0,343.0,2026-05-05
RS Oeste (kg),11.55,11.7,2026-05-05
MT Cuiabá*,336.0,340.0,2026-05-05
RJ,321.0,325.0,2026-05-05
ES,313.0,317.0,2026-05-05
Acre,291.5,295.0,2026-05-05
TO Norte,321.0,325.0,2026-05-05
TO Sul,316.0,320.0,2026-05-05
RO Sudeste,313.0,317.0,2026-05-05
PA Paragominas,326.0,330.0,2026-05-05
Roraima,286.5,290.0,2026-05-05
PA Marabá,326.0,330.0,2026-05-05
PA Redenção,326.0,330.0,2026-05-05
MT Sudeste,333.0,337.0,2026-05-05
PR Noroeste,336.0,340.0,2026-05-05
MT Sudoeste,336.0,340.0,2026-05-05
MA Oeste,321.0,325.0,2026-05-05
Alagoas,338.0,342.0,2026-05-05
SC,336.0,340.0,2026-05-05
BA Sul,296.5,300.0,2026-05-07
RS Pelotas (kg),11.65,11.8,2026-05-07
RS Oeste (kg),11.85,12.0,2026-05-07
MS Três Lagoas,326.5,330.0,2026-05-07
MS C. Grande,326.5,330.0,2026-05-07
MS Dourados,326.5,330.0,2026-05-07
GO Goiânia,313.5,317.0,2026-05-07
MG Sul,313.5,317.0,2026-05-07
MG B.Horizonte,308.5,312.0,2026-05-07
MG Triângulo,313.5,317.0,2026-05-07
SP Araçatuba,336.5,340.0,2026-05-07
SP Barretos,336.5,340.0,2026-05-07
BA Oeste,306.5,310.0,2026-05-07
GO Reg. Sul,316.5,320.0,2026-05-07
MG Norte,312.5,316.0,2026-05-07
MT Norte,334.5,338.0,2026-05-07
MT Cuiabá*,334.5,338.0,2026-05-07
Roraima,292.0,295.0,2026-05-07
RJ,316.5,320.0,2026-05-07
ES,308.5,312.0,2026-05-07
Acre,287.0,290.0,2026-05-07
TO Norte,319.5,323.0,2026-05-07
TO Sul,311.5,315.0,2026-05-07
RO Sudeste,313.5,317.0,2026-05-07
MT Sudoeste,336.5,340.0,2026-05-07
PA Redenção,326.5,330.0,2026-05-07
PA Marabá,323.5,327.0,2026-05-07
Alagoas,338.5,342.0,2026-05-07
MA Oeste,316.5,320.0,2026-05-07
SC,336.5,340.0,2026-05-07
PR Noroeste,333.5,337.0,2026-05-07
MT Sudeste,333.5,337.0,2026-05-07
PA Paragominas,326.5,330.0,2026-05-07
BA Oeste,306.5,310.0,2026-05-08
BA Sul,296.5,300.0,2026-05-08
RS Pelotas (kg),11.65,11.8,2026-05-08
RS Oeste (kg),11.85,12.0,2026-05-08
MS Três Lagoas,326.5,330.0,2026-05-08
MS C. Grande,326.5,330.0,2026-05-08
MS Dourados,326.5,330.0,2026-05-08
MG Norte,312.5,316.0,2026-05-08
GO Goiânia,313.5,317.0,2026-05-08
MG Sul,313.5,317.0,2026-05-08
MG B.Horizonte,306.5,310.0,2026-05-08
MG Triângulo,313.5,317.0,2026-05-08
SP Araçatuba,336.5,340.0,2026-05-08
MT Norte,334.5,338.0,2026-05-08
GO Reg. Sul,316.5,320.0,2026-05-08
SP Barretos,336.5,340.0,2026-05-08
MT Sudoeste,336.5,340.0,2026-05-08
MT Sudeste,333.5,337.0,2026-05-08
MT Cuiabá*,331.5,335.0,2026-05-08
Roraima,292.0,295.0,2026-05-08
RJ,316.5,320.0,2026-05-08
ES,308.5,312.0,2026-05-08
TO Norte,316.5,320.0,2026-05-08
TO Sul,311.5,315.0,2026-05-08
RO Sudeste,313.5,317.0,2026-05-08
Acre,287.0,290.0,2026-05-08
PA Redenção,326.5,330.0,2026-05-08
PA Marabá,323.5,327.0,2026-05-08
Alagoas,338.5,342.0,2026-05-08
MA Oeste,316.5,320.0,2026-05-08
SC,331.5,335.0,2026-05-08
PR Noroeste,333.5,337.0,2026-05-08
PA Paragominas,326.5,330.0,2026-05-08
MS Dourados,326.5,330.0,2026-05-09
BA Sul,296.5,300.0,2026-05-09
RS Pelotas (kg),11.85,12.0,2026-05-09
RS Oeste (kg),11.85,12.0,2026-05-09
MS Três Lagoas,326.5,330.0,2026-05-09
MS C. Grande,326.5,330.0,2026-05-09
GO Reg. Sul,316.5,320.0,2026-05-09
BA Oeste,306.5,310.0,2026-05-09
MG Sul,313.5,317.0,2026-05-09
MG Norte,312.5,316.0,2026-05-09
MG B.Horizonte,306.5,310.0,2026-05-09
MG Triângulo,313.5,317.0,2026-05-09
SP Araçatuba,333.5,337.0,2026-05-09
SP Barretos,333.5,337.0,2026-05-09
GO Goiânia,313.5,317.0,2026-05-09
MT Norte,334.5,338.0,2026-05-09
MT Sudoeste,336.5,340.0,2026-05-09
MT Cuiabá*,331.5,335.0,2026-05-09
RJ,316.5,320.0,2026-05-09
ES,308.5,312.0,2026-05-09
Acre,287.0,290.0,2026-05-09
TO Norte,316.5,320.0,2026-05-09
TO Sul,311.5,315.0,2026-05-09
RO Sudeste,313.5,317.0,2026-05-09
PA Paragominas,326.5,330.0,2026-05-09
Roraima,292.0,295.0,2026-05-09
PA Marabá,323.5,327.0,2026-05-09
Alagoas,338.5,342.0,2026-05-09
MA Oeste,316.5,320.0,2026-05-09
SC,331.5,335.0,2026-05-09
PR Noroeste,333.5,337.0,2026-05-09
MT Sudeste,333.5,337.0,2026-05-09
PA Redenção,326.5,330.0,2026-05-09
RS Pelotas (kg),11.85,12.0,2026-05-10
RS Oeste (kg),11.85,12.0,2026-05-10
MS Três Lagoas,326.5,330.0,2026-05-10
MS C. Grande,326.5,330.0,2026-05-10
MS Dourados,326.5,330.0,2026-05-10
GO Reg. Sul,316.5,320.0,2026-05-10
MG B.Horizonte,306.5,310.0,2026-05-10
MG Sul,313.5,317.0,2026-05-10
MG Norte,312.5,316.0,2026-05-10
MG Triângulo,313.5,317.0,2026-05-10
SP Araçatuba,333.5,337.0,2026-05-10
SP Barretos,333.5,337.0,2026-05-10
BA Sul,296.5,300.0,2026-05-10
GO Goiânia,313.5,317.0,2026-05-10
BA Oeste,306.5,310.0,2026-05-10
MT Norte,334.5,338.0,2026-05-10
Roraima,292.0,295.0,2026-05-10
MT Sudoeste,336.5,340.0,2026-05-10
RJ,316.5,320.0,2026-05-10
ES,308.5,312.0,2026-05-10
Acre,287.0,290.0,2026-05-10
TO Norte,316.5,320.0,2026-05-10
RO Sudeste,313.5,317.0,2026-05-10
PA Paragominas,326.5,330.0,2026-05-10
TO Sul,311.5,315.0,2026-05-10
PA Marabá,323.5,327.0,2026-05-10
Alagoas,338.5,342.0,2026-05-10
MA Oeste,316.5,320.0,2026-05-10
SC,331.5,335.0,2026-05-10
PR Noroeste,333.5,337.0,2026-05-10
MT Sudeste,333.5,337.0,2026-05-10
MT Cuiabá*,331.5,335.0,2026-05-10
PA Redenção,326.5,330.0,2026-05-10
MS Dourados,326.5,330.0,2026-05-11
BA Sul,296.5,300.0,2026-05-11
RS Pelotas (kg),11.85,12.0,2026-05-11
RS Oeste (kg),11.85,12.0,2026-05-11
MS Três Lagoas,326.5,330.0,2026-05-11
MS C. Grande,326.5,330.0,2026-05-11
GO Reg. Sul,316.5,320.0,2026-05-11
BA Oeste,306.5,310.0,2026-05-11
MG Sul,313.5,317.0,2026-05-11
MG Norte,312.5,316.0,2026-05-11
MG B.Horizonte,306.5,310.0,2026-05-11
MG Triângulo,313.5,317.0,2026-05-11
SP Araçatuba,333.5,337.0,2026-05-11
SP Barretos,333.5,337.0,2026-05-11
GO Goiânia,313.5,317.0,2026-05-11
MT Norte,334.5,338.0,2026-05-11
Roraima,292.0,295.0,2026-05-11
MT Cuiabá*,331.5,335.0,2026-05-11
MT Sudoeste,336.5,340.0,2026-05-11
RJ,316.5,320.0,2026-05-11
ES,308.5,312.0,2026-05-11
Acre,287.0,290.0,2026-05-11
TO Sul,311.5,315.0,2026-05-11
RO Sudeste,313.5,317.0,2026-05-11
PA Paragominas,326.5,330.0,2026-05-11
TO Norte,316.5,320.0,2026-05-11
PA Marabá,323.5,327.0,2026-05-11
Alagoas,338.5,342.0,2026-05-11
MA Oeste,316.5,320.0,2026-05-11
SC,331.5,335.0,2026-05-11
PR Noroeste,333.5,337.0,2026-05-11
MT Sudeste,333.5,337.0,2026-05-11
PA Redenção,326.5,330.0,2026-05-11
MS Dourados,326.5,330.0,2026-05-12
BA Sul,296.5,300.0,2026-05-12
RS Pelotas (kg),11.85,12.0,2026-05-12
RS Oeste (kg),11.85,12.0,2026-05-12
MS Três Lagoas,326.5,330.0,2026-05-12
MS C. Grande,326.5,330.0,2026-05-12
GO Reg. Sul,316.5,320.0,2026-05-12
BA Oeste,306.5,310.0,2026-05-12
MG Sul,313.5,317.0,2026-05-12
MG Norte,312.5,316.0,2026-05-12
MG B.Horizonte,301.5,305.0,2026-05-12
MG Triângulo,311.5,315.0,2026-05-12
SP Araçatuba,331.5,335.0,2026-05-12
SP Barretos,331.5,335.0,2026-05-12
GO Goiânia,311.5,315.0,2026-05-12
MT Norte,331.5,335.0,2026-05-12
Roraima,292.0,295.0,2026-05-12
MT Cuiabá*,331.5,335.0,2026-05-12
RJ,316.5,320.0,2026-05-12
ES,308.5,312.0,2026-05-12
Acre,287.0,290.0,2026-05-12
TO Norte,316.5,320.0,2026-05-12
TO Sul,311.5,315.0,2026-05-12
RO Sudeste,313.5,317.0,2026-05-12
PA Paragominas,323.5,327.0,2026-05-12
MT Sudoeste,336.5,340.0,2026-05-12
PA Marabá,323.5,327.0,2026-05-12
Alagoas,338.5,342.0,2026-05-12
MA Oeste,316.5,320.0,2026-05-12
SC,331.5,335.0,2026-05-12
PR Noroeste,333.5,337.0,2026-05-12
MT Sudeste,331.5,335.0,2026-05-12
PA Redenção,326.5,330.0,2026-05-12
BA Sul,296.5,300.0,2026-05-13
RS Pelotas (kg),11.85,12.0,2026-05-13
RS Oeste (kg),11.85,12.0,2026-05-13
MS Três Lagoas,326.5,330.0,2026-05-13
MS C. Grande,324.5,328.0,2026-05-13
MS Dourados,326.5,330.0,2026-05-13
MG Norte,311.5,315.0,2026-05-13
GO Goiânia,308.5,312.0,2026-05-13
MG Sul,311.5,315.0,2026-05-13
MG B.Horizonte,296.5,300.0,2026-05-13
MG Triângulo,308.5,312.0,2026-05-13
SP Araçatuba,331.5,335.0,2026-05-13
BA Oeste,301.5,305.0,2026-05-13
GO Reg. Sul,311.5,315.0,2026-05-13
SP Barretos,331.5,335.0,2026-05-13
MT Norte,331.5,335.0,2026-05-13
MT Cuiabá*,331.5,335.0,2026-05-13
MT Sudoeste,336.5,340.0,2026-05-13
Roraima,301.5,305.0,2026-05-13
RJ,316.5,320.0,2026-05-13
ES,308.5,312.0,2026-05-13
Acre,287.0,290.0,2026-05-13
TO Sul,311.5,315.0,2026-05-13
RO Sudeste,313.5,317.0,2026-05-13
TO Norte,316.5,320.0,2026-05-13
PA Redenção,326.5,330.0,2026-05-13
PA Marabá,323.5,327.0,2026-05-13
Alagoas,333.5,337.0,2026-05-13
MA Oeste,316.5,320.0,2026-05-13
SC,331.5,335.0,2026-05-13
PR Noroeste,331.5,335.0,2026-05-13
MT Sudeste,329.5,333.0,2026-05-13
PA Paragominas,323.5,327.0,2026-05-13
MS Dourados,326.5,330.0,2026-05-14
BA Sul,295.0,298.0,2026-05-14
RS Pelotas (kg),11.85,12.0,2026-05-14
RS Oeste (kg),11.85,12.0,2026-05-14
MS Três Lagoas,326.5,330.0,2026-05-14
MS C. Grande,324.5,328.0,2026-05-14
GO Reg. Sul,311.5,315.0,2026-05-14
BA Oeste,301.5,305.0,2026-05-14
MG Sul,311.5,315.0,2026-05-14
MG Norte,311.5,315.0,2026-05-14
MG B.Horizonte,296.5,300.0,2026-05-14
MG Triângulo,308.5,312.0,2026-05-14
SP Araçatuba,329.5,333.0,2026-05-14
